Stars,Titles,Reviews
4,Good daily use office bag,"Good Sturdy quality and very spacious. Plus with multiple pockets you never miss anything. You can store everything in this bag. Specially electronics and gym clothes.
Just slightly big in size but not that big to make you uncomfortable to carry.
Worth the price!"
4,Good product,Bag cover not given
4,"Looks good and decent quality, chains look ordinary","Overall it is fine, but chains are not moving very smoothly and don’t look high quality"
4,Genuine Review,Looks and Quality both are extremely satisfying....... And also packaging was good.
4,Worth it,"This is comfortable to organise things and for few day travel we can use this comfortably. I usually take 2 laptops with me, this is the best laptop bag to hold the 2 laptops too with additional 2 pairs of clothes. Nice job FatMug keep up the work. Worth each and every penny."
4,Nice bag,Hqving so many separations and useful for travel
4,Very good product,"I bought it for office use. It’s not the most comfortable to the shoulders but the capacity and organisation is very good and with multiple internal as well as external pockets it’s easy to distribute different items into different places.
The quality is very good as well.
Worth the buy"
4,Good looking stylish beg,Good looking beg with multiple pockets.
4,Good Bag but not waterproof,"This bag is excellent in terms of build quality and space, and it has many great features. However, one downside is that it is not waterproof."
4,Premium & Goodlooking,Verry good looking.You will look professional in it. Everyone will ask the name and price of it.
4,Worth Buying @ Rs.1499/-,"Product is well crafted with good quality of material. Rs.1499/- is good price for this product but few things to consider. 1) Lots of Zipper which may be not preferable to everyone 2) Bag feels like too bulky if you only buy to carry laptop because here you can also keep lots of other stuff from books and dairies and file folder or some cloths also. 3) A 15.5 inch laptop is the perfect size for this bag if someone has 13.5 or 14 inch laptop then he or she will feel the bulky size of the bag as I felt.
Lots of cabin, lots of zipper pocket helps you to put all your electronics accessories in one place. I have Laptop, Charger, 2 External Hard Drive, small pouch with memory card - adaptor - card reader - pen drive - stylus, 2 notebook and 1 file folder are well fitted in the bag.

So, quality and price is good. rest is your call."
4,Good Quality Bag for Office,
4,Good product,While the bag is great and spacious. The only two issues I have is no proper space for bottle and no waterproofing
4,Strong and stylish,
4,"Looks great, not very practical with respect to space","Looks great, not very practical with respect to space"
4,Good and quality products,It’s better than leather bag seriously !!
4,Very good,Like
4,Worth for money,"It good for frequently traveller, we can carry number of items in this. Good space and holders."
4,Great Purchase,"Go for it, it's good for quality and it looks really nice,
It is slightly heavy-weight and doesn't look like an office bag."
4,Not that good,The design and the bag meterials are good but the zipper is really bad... I don't know how long it stays.. may be a few months or less... They clearly took advantage of those defects that can be blamed on the customer...
4,Good Bag for all use,"As other feedbacks say, this has lots of storage space. Lots of zips, very Stuardy and rugged."
4,Good stylish bag,Good quality
4,So good, One of the best bag in under 1600 rupees. Quality is very good.
4,Surprised it can withstand bulky books and yet look stylish,"I bought this bag for school. My expectation was really low since it clearly didn't look like it was made for 400 pages long maths book 😅. The idea was to return it the very first day it arrived if it didn't fit with my school books and stationary but boy was I wrong. The books fit in perfectly, and has so many compartments, this way I can use different compartments for different functions. With every pro there is an opposite con (science joke 😂) so there is no place for lunch and snacks, even if you are a small eater you will probably need a lunch bag separately. There is no water compartment, and we can't blame the designer since it was made for a completely different reason, so you will probably need to fit your water bottle in your lunch bag. If you go around these small issues you are buying a perfect bag for school although it wasn't the first idea. I am probably boring you soooo one final thing it is an amazing idea how there is so many way to wear this bag and how you can wear this to your office, school, picnic, etc... you can even use this has a laptop bag. People working in fields such as filmmaker, photographer, etc.. this is perfect for you guys too"
4,Best buy,"Well designed laptop bag, spacious enough even for a 17in laptop and most importantly its lite in weight."
4,Spacious and big bag,"Play Video
 Bag is big and spcacious with many pockets.
Can be used as a travel bag also."
